Time	 FairTen4	 FairTen5	 FairTen6	 
1.49	 379198	 378944	 378944	 
1.492	 378339	 378088	 378088	 
1.494	 377471	 377223	 377223	 
1.496	 376595	 376350	 376350	 
1.498	 375711	 375468	 375468	 
1.5	 374818	 374579	 374579	 
1.502	 373918	 373682	 373682	 
1.504	 373010	 372776	 372776	 
1.506	 372095	 371864	 371864	 
1.508	 371172	 370944	 370944	 
1.51	 370242	 370016	 370016	 
1.512	 369304	 369082	 369082	 
1.514	 368360	 368140	 368140	 
1.516	 367409	 367192	 367192	 
1.518	 366452	 366237	 366237	 
1.52	 365489	 365277	 365277	 
1.522	 364519	 364310	 364310	 
1.524	 363544	 363337	 363337	 
1.526	 362564	 362359	 362359	 
1.528	 361578	 361376	 361376	 
1.53	 360588	 360388	 360388	 
1.532	 359593	 359395	 359395	 
1.534	 358594	 358399	 358399	 
1.536	 357590	 357398	 357398	 
1.538	 356584	 356393	 356393	 
1.54	 355573	 355385	 355385	 
1.542	 354560	 354374	 354374	 
1.544	 353544	 353360	 353360	 
1.546	 352526	 352343	 352343	 
1.548	 351506	 351325	 351325	 
1.55	 350484	 350305	 350305	 
1.552	 349460	 349283	 349283	 
1.554	 348436	 348260	 348260	 
1.556	 347411	 347237	 347237	 
1.558	 346385	 346213	 346213	 
1.56	 345360	 345189	 345189	 
1.562	 344335	 344165	 344165	 
1.564	 343310	 343142	 343142	 
1.566	 342287	 342119	 342119	 
1.568	 341265	 341098	 341098	 
1.57	 340244	 340079	 340079	 
1.572	 339225	 339061	 339061	 
1.574	 338209	 338046	 338046	 
1.576	 337195	 337033	 337033	 
1.578	 336184	 336023	 336023	 
1.58	 335177	 335016	 335016	 
1.582	 334173	 334012	 334012	 
1.584	 333172	 333012	 333012	 
1.586	 332176	 332017	 332017	 
1.588	 331184	 331025	 331025	 
1.59	 330197	 330038	 330038	 
1.592	 329215	 329056	 329056	 
1.594	 328238	 328079	 328079	 
1.596	 327266	 327108	 327108	 
1.598	 326300	 326142	 326142	 
1.6	 325340	 325181	 325181	 
1.602	 324386	 324227	 324227	 
1.604	 323438	 323280	 323280	 
1.606	 322498	 322339	 322339	 
1.608	 321563	 321404	 321404	 
1.61	 320636	 320477	 320477	 
1.612	 319716	 319556	 319556	 
1.614	 318804	 318643	 318643	 
1.616	 317899	 317738	 317738	 
1.618	 317002	 316840	 316840	 
1.62	 316112	 315950	 315950	 
1.622	 315231	 315069	 315069	 
1.624	 314358	 314195	 314195	 
1.626	 313494	 313330	 313330	 
1.628	 312638	 312473	 312473	 
1.63	 311790	 311625	 311625	 
1.632	 310952	 310785	 310785	 
1.634	 310122	 309955	 309955	 
1.636	 309301	 309133	 309133	 
1.638	 308490	 308321	 308321	 
1.64	 307687	 307518	 307518	 
1.642	 306894	 306724	 306724	 
1.644	 306111	 305939	 305939	 
1.646	 305337	 305165	 305165	 
1.648	 304572	 304399	 304399	 
1.65	 303817	 303643	 303643	 
1.652	 303072	 302898	 302898	 
1.654	 302337	 302161	 302161	 
1.656	 301612	 301435	 301435	 
1.658	 300897	 300719	 300719	 
1.66	 300191	 300013	 300013	 
1.662	 299496	 299317	 299317	 
1.664	 298811	 298631	 298631	 
1.666	 298136	 297955	 297955	 
1.668	 297472	 297290	 297290	 
1.67	 296818	 296635	 296635	 
1.672	 296174	 295990	 295990	 
1.674	 295541	 295356	 295356	 
1.676	 294918	 294733	 294733	 
1.678	 294306	 294120	 294120	 
1.68	 293704	 293518	 293518	 
1.682	 293113	 292926	 292926	 
1.684	 292533	 292346	 292346	 
1.686	 291964	 291776	 291776	 
1.688	 291405	 291217	 291217	 
1.69	 290858	 290669	 290669	 
1.692	 290321	 290132	 290132	 
1.694	 289796	 289607	 289607	 
1.696	 289281	 289092	 289092	 
1.698	 288778	 288589	 288589	 
1.7	 288286	 288097	 288097	 
1.702	 287805	 287616	 287616	 
1.704	 287336	 287147	 287147	 
1.706	 286878	 286689	 286689	 
1.708	 286431	 286243	 286243	 
1.71	 285996	 285808	 285808	 
1.712	 285573	 285385	 285385	 
1.714	 285161	 284974	 284974	 
1.716	 284761	 284574	 284574	 
1.718	 284373	 284187	 284187	 
1.72	 283996	 283811	 283811	 
1.722	 283632	 283447	 283447	 
1.724	 283279	 283095	 283095	 
1.726	 282938	 282756	 282756	 
1.728	 282610	 282428	 282428	 
1.73	 282293	 282113	 282113	 
1.732	 281989	 281810	 281810	 
1.734	 281697	 281519	 281519	 
1.736	 281417	 281241	 281241	 
1.738	 281149	 280975	 280975	 
1.74	 280894	 280722	 280722	 
1.742	 280651	 280481	 280481	 
1.744	 280421	 280252	 280252	 
1.746	 280203	 280037	 280037	 
1.748	 279997	 279833	 279833	 
1.75	 279804	 279643	 279643	 
1.752	 279624	 279465	 279465	 
1.754	 279456	 279299	 279299	 
1.756	 279301	 279147	 279147	 
1.758	 279158	 279007	 279007	 
1.76	 279028	 278880	 278880	 
1.762	 278911	 278765	 278765	 
1.764	 278806	 278663	 278663	 
1.766	 278714	 278574	 278574	 
1.768	 278634	 278498	 278498	 
1.77	 278567	 278434	 278434	 
1.772	 278512	 278383	 278383	 
1.774	 278470	 278344	 278344	 
1.776	 278440	 278318	 278318	 
1.778	 278423	 278305	 278305	 
1.78	 278418	 278303	 278303	 
1.782	 278426	 278315	 278315	 
1.784	 278445	 278338	 278338	 
1.786	 278477	 278374	 278374	 
1.788	 278521	 278422	 278422	 
1.79	 278577	 278483	 278483	 
1.792	 278644	 278555	 278555	 
1.794	 278724	 278639	 278639	 
1.796	 278815	 278735	 278735	 
1.798	 278918	 278842	 278842	 
1.8	 279033	 278961	 278961	 
1.802	 279159	 279092	 279092	 
1.804	 279296	 279234	 279234	 
1.806	 279444	 279387	 279387	 
1.808	 279603	 279551	 279551	 
1.81	 279773	 279726	 279726	 
1.812	 279954	 279912	 279912	 
1.814	 280145	 280109	 280109	 
1.816	 280347	 280316	 280316	 
1.818	 280558	 280533	 280533	 
1.82	 280780	 280760	 280760	 
1.822	 281012	 280997	 280997	 
1.824	 281253	 281244	 281244	 
1.826	 281504	 281500	 281500	 
1.828	 281764	 281765	 281765	 
1.83	 282033	 282040	 282040	 
1.832	 282311	 282324	 282324	 
1.834	 282598	 282616	 282616	 
1.836	 282893	 282917	 282917	 
1.838	 283197	 283226	 283226	 
1.84	 283508	 283543	 283543	 
1.842	 283827	 283868	 283868	 
1.844	 284154	 284200	 284200	 
1.846	 284489	 284540	 284540	 
1.848	 284830	 284887	 284887	 
1.85	 285178	 285241	 285241	 
1.852	 285534	 285602	 285602	 
1.854	 285895	 285969	 285969	 
1.856	 286263	 286342	 286342	 
1.858	 286637	 286722	 286722	 
1.86	 287017	 287107	 287107	 
1.862	 287402	 287498	 287498	 
1.864	 287792	 287894	 287894	 
1.866	 288188	 288295	 288295	 
1.868	 288589	 288701	 288701	 
1.87	 288994	 289111	 289111	 
1.872	 289404	 289526	 289526	 
1.874	 289818	 289945	 289945	 
1.876	 290235	 290368	 290368	 
1.878	 290657	 290795	 290795	 
1.88	 291082	 291225	 291225	 
1.882	 291511	 291658	 291658	 
1.884	 291943	 292094	 292094	 
1.886	 292377	 292534	 292534	 
1.888	 292815	 292976	 292976	 
1.89	 293254	 293420	 293420	 
1.892	 293697	 293866	 293866	 
1.894	 294141	 294315	 294315	 
1.896	 294587	 294765	 294765	 
1.898	 295035	 295217	 295217	 
1.9	 295484	 295671	 295671	 
1.902	 295935	 296125	 296125	 
1.904	 296387	 296581	 296581	 
1.906	 296840	 297038	 297038	 
1.908	 297294	 297495	 297495	 
1.91	 297749	 297953	 297953	 
1.912	 298204	 298411	 298411	 
1.914	 298660	 298870	 298870	 
1.916	 299116	 299329	 299329	 
1.918	 299571	 299787	 299787	 
1.92	 300027	 300246	 300246	 
1.922	 300483	 300704	 300704	 
1.924	 300938	 301161	 301161	 
1.926	 301393	 301618	 301618	 
1.928	 301847	 302074	 302074	 
1.93	 302300	 302530	 302530	 
1.932	 302753	 302984	 302984	 
1.934	 303205	 303437	 303437	 
1.936	 303655	 303889	 303889	 
1.938	 304105	 304340	 304340	 
1.94	 304553	 304789	 304789	 
1.942	 305000	 305237	 305237	 
1.944	 305445	 305683	 305683	 
1.946	 305889	 306127	 306127	 
1.948	 306331	 306570	 306570	 
1.95	 306771	 307010	 307010	 
1.952	 307209	 307449	 307449	 
1.954	 307646	 307885	 307885	 
1.956	 308080	 308320	 308320	 
1.958	 308511	 308752	 308752	 
1.96	 308941	 309181	 309181	 
1.962	 309368	 309608	 309608	 
1.964	 309792	 310032	 310032	 
1.966	 310213	 310453	 310453	 
1.968	 310632	 310872	 310872	 
1.97	 311047	 311287	 311287	 
1.972	 311460	 311699	 311699	 
1.974	 311869	 312108	 312108	 
1.976	 312274	 312514	 312514	 
1.978	 312676	 312916	 312916	 
1.98	 313075	 313315	 313315	 
1.982	 313470	 313709	 313709	 
1.984	 313861	 314100	 314100	 
1.986	 314248	 314487	 314487	 
1.988	 314631	 314870	 314870	 
1.99	 315011	 315249	 315249	 
1.992	 315386	 315623	 315623	 
1.994	 315757	 315994	 315994	 
1.996	 316123	 316360	 316360	 
1.998	 316486	 316721	 316721	 
2	 316844	 317079	 317079	 
2.002	 317198	 317431	 317431	 
2.004	 317547	 317779	 317779	 
2.006	 317892	 318123	 318123	 
2.008	 318232	 318462	 318462	 
2.01	 318568	 318796	 318796	 
2.012	 318899	 319126	 319126	 
2.014	 319225	 319450	 319450	 
2.016	 319547	 319770	 319770	 
2.018	 319864	 320085	 320085	 
2.02	 320176	 320395	 320395	 
2.022	 320483	 320700	 320700	 
2.024	 320785	 321001	 321001	 
2.026	 321082	 321296	 321296	 
2.028	 321375	 321586	 321586	 
2.03	 321662	 321871	 321871	 
2.032	 321944	 322151	 322151	 
2.034	 322221	 322425	 322425	 
2.036	 322493	 322695	 322695	 
2.038	 322760	 322959	 322959	 
2.04	 323021	 323218	 323218	 
2.042	 323278	 323471	 323471	 
2.044	 323529	 323720	 323720	 
2.046	 323774	 323963	 323963	 
2.048	 324015	 324200	 324200	 
2.05	 324250	 324432	 324432	 
2.052	 324479	 324659	 324659	 
2.054	 324703	 324880	 324880	 
2.056	 324922	 325096	 325096	 
2.058	 325136	 325306	 325306	 
2.06	 325344	 325511	 325511	 
2.062	 325546	 325710	 325710	 
2.064	 325743	 325904	 325904	 
2.066	 325935	 326092	 326092	 
2.068	 326121	 326275	 326275	 
2.07	 326302	 326452	 326452	 
2.072	 326478	 326624	 326624	 
2.074	 326648	 326791	 326791	 
2.076	 326813	 326952	 326952	 
2.078	 326972	 327108	 327108	 
2.08	 327126	 327258	 327258	 
2.082	 327275	 327403	 327403	 
2.084	 327419	 327543	 327543	 
2.086	 327558	 327678	 327678	 
2.088	 327691	 327807	 327807	 
2.09	 327820	 327932	 327932	 
2.092	 327943	 328051	 328051	 
2.094	 328062	 328165	 328165	 
2.096	 328175	 328274	 328274	 
2.098	 328283	 328378	 328378	 
2.1	 328387	 328477	 328477	 
2.102	 328486	 328571	 328571	 
2.104	 328580	 328661	 328661	 
2.106	 328669	 328746	 328746	 
2.108	 328754	 328826	 328826	 
2.11	 328834	 328901	 328901	 
2.112	 328909	 328972	 328972	 
2.114	 328980	 329038	 329038	 
2.116	 329046	 329099	 329099	 
2.118	 329108	 329156	 329156	 
2.12	 329166	 329209	 329209	 
2.122	 329219	 329257	 329257	 
2.124	 329267	 329301	 329301	 
2.126	 329312	 329340	 329340	 
2.128	 329352	 329376	 329376	 
2.13	 329387	 329406	 329406	 
2.132	 329419	 329433	 329433	 
2.134	 329446	 329455	 329455	 
2.136	 329469	 329473	 329473	 
2.138	 329487	 329487	 329487	 
2.14	 329502	 329497	 329497	 
2.142	 329512	 329502	 329502	 
2.144	 329518	 329504	 329504	 
2.146	 329520	 329501	 329501	 
2.148	 329517	 329494	 329494	 
2.15	 329511	 329482	 329482	 
2.152	 329500	 329467	 329467	 
2.154	 329484	 329447	 329447	 
2.156	 329465	 329423	 329423	 
2.158	 329441	 329395	 329395	 
2.16	 329412	 329362	 329362	 
2.162	 329380	 329326	 329326	 
2.164	 329342	 329284	 329284	 
2.166	 329301	 329239	 329239	 
2.168	 329255	 329189	 329189	 
2.17	 329204	 329134	 329134	 
2.172	 329148	 329075	 329075	 
2.174	 329088	 329011	 329011	 
2.176	 329023	 328943	 328943	 
2.178	 328954	 328870	 328870	 
2.18	 328879	 328792	 328792	 
2.182	 328799	 328709	 328709	 
2.184	 328715	 328621	 328621	 
2.186	 328625	 328529	 328529	 
2.188	 328530	 328431	 328431	 
2.19	 328430	 328328	 328328	 
2.192	 328324	 328219	 328219	 
2.194	 328212	 328106	 328106	 
2.196	 328096	 327986	 327986	 
2.198	 327973	 327861	 327861	 
2.2	 327845	 327731	 327731	 
2.202	 327710	 327595	 327595	 
2.204	 327570	 327452	 327452	 
2.206	 327423	 327304	 327304	 
2.208	 327271	 327149	 327149	 
2.21	 327111	 326989	 326989	 
2.212	 326946	 326822	 326822	 
2.214	 326774	 326648	 326648	 
2.216	 326595	 326468	 326468	 
2.218	 326409	 326281	 326281	 
2.22	 326216	 326087	 326087	 
2.222	 326017	 325887	 325887	 
2.224	 325810	 325679	 325679	 
2.226	 325596	 325464	 325464	 
2.228	 325375	 325242	 325242	 
2.23	 325146	 325012	 325012	 
2.232	 324909	 324776	 324776	 
2.234	 324665	 324531	 324531	 
2.236	 324414	 324279	 324279	 
2.238	 324154	 324019	 324019	 
2.24	 323886	 323751	 323751	 
2.242	 323611	 323475	 323475	 
2.244	 323327	 323191	 323191	 
2.246	 323035	 322899	 322899	 
2.248	 322734	 322598	 322598	 
2.25	 322426	 322290	 322290	 
2.252	 322108	 321972	 321972	 
2.254	 321783	 321647	 321647	 
2.256	 321448	 321313	 321313	 
2.258	 321105	 320970	 320970	 
2.26	 320753	 320618	 320618	 
2.262	 320393	 320258	 320258	 
2.264	 320023	 319889	 319889	 
2.266	 319645	 319511	 319511	 
2.268	 319258	 319124	 319124	 
2.27	 318862	 318728	 318728	 
2.272	 318457	 318323	 318323	 
2.274	 318043	 317909	 317909	 
2.276	 317620	 317486	 317486	 
2.278	 317187	 317055	 317055	 
2.28	 316746	 316614	 316614	 
2.282	 316296	 316164	 316164	 
2.284	 315837	 315705	 315705	 
2.286	 315369	 315237	 315237	 
2.288	 314891	 314760	 314760	 
2.29	 314405	 314274	 314274	 
2.292	 313910	 313779	 313779	 
2.294	 313406	 313275	 313275	 
2.296	 312893	 312762	 312762	 
2.298	 312371	 312240	 312240	 
2.3	 311841	 311710	 311710	 
2.302	 311302	 311170	 311170	 
2.304	 310754	 310622	 310622	 
2.306	 310197	 310066	 310066	 
2.308	 309632	 309501	 309501	 
2.31	 309059	 308927	 308927	 
2.312	 308477	 308345	 308345	 
2.314	 307888	 307755	 307755	 
2.316	 307290	 307157	 307157	 
2.318	 306684	 306550	 306550	 
2.32	 306070	 305936	 305936	 
2.322	 305448	 305313	 305313	 
2.324	 304819	 304683	 304683	 
2.326	 304182	 304046	 304046	 
2.328	 303538	 303401	 303401	 
2.33	 302886	 302748	 302748	 
2.332	 302227	 302089	 302089	 
2.334	 301562	 301422	 301422	 
2.336	 300889	 300748	 300748	 
2.338	 300210	 300068	 300068	 
2.34	 299524	 299381	 299381	 
2.342	 298832	 298687	 298687	 
2.344	 298133	 297988	 297988	 
2.346	 297429	 297282	 297282	 
2.348	 296718	 296570	 296570	 
2.35	 296002	 295852	 295852	 
2.352	 295281	 295129	 295129	 
2.354	 294554	 294401	 294401	 
2.356	 293821	 293667	 293667	 
2.358	 293084	 292928	 292928	 
2.36	 292342	 292184	 292184	 
2.362	 291596	 291436	 291436	 
2.364	 290845	 290683	 290683	 
2.366	 290089	 289926	 289926	 
2.368	 289330	 289165	 289165	 
2.37	 288567	 288400	 288400	 
2.372	 287800	 287632	 287632	 
2.374	 287030	 286860	 286860	 
2.376	 286257	 286085	 286085	 
2.378	 285481	 285307	 285307	 
2.38	 284702	 284526	 284526	 
2.382	 283921	 283742	 283742	 
2.384	 283137	 282957	 282957	 
2.386	 282351	 282169	 282169	 
2.388	 281564	 281380	 281380	 
2.39	 280774	 280588	 280588	 
2.392	 279984	 279796	 279796	 
2.394	 279192	 279002	 279002	 
2.396	 278399	 278208	 278208	 
2.398	 277606	 277412	 277412	 
2.4	 276811	 276616	 276616	 
2.402	 276017	 275820	 275820	 
2.404	 275223	 275024	 275024	 
2.406	 274428	 274228	 274228	 
2.408	 273634	 273432	 273432	 
2.41	 272841	 272637	 272637	 
2.412	 272048	 271843	 271843	 
2.414	 271256	 271049	 271049	 
2.416	 270466	 270257	 270257	 
2.418	 269677	 269467	 269467	 
2.42	 268889	 268678	 268678	 
2.422	 268103	 267890	 267890	 
2.424	 267320	 267105	 267105	 
2.426	 266538	 266323	 266323	 
2.428	 265759	 265542	 265542	 
2.43	 264983	 264765	 264765	 
2.432	 264209	 263990	 263990	 
2.434	 263438	 263218	 263218	 
2.436	 262671	 262450	 262450	 
2.438	 261906	 261685	 261685	 
2.44	 261146	 260924	 260924	 
2.442	 260389	 260166	 260166	 
2.444	 259636	 259412	 259412	 
2.446	 258887	 258663	 258663	 
2.448	 258142	 257918	 257918	 
2.45	 257402	 257177	 257177	 
2.452	 256666	 256441	 256441	 
2.454	 255935	 255710	 255710	 
2.456	 255209	 254984	 254984	 
2.458	 254488	 254263	 254263	 
2.46	 253772	 253547	 253547	 
2.462	 253062	 252836	 252836	 
2.464	 252356	 252131	 252131	 
2.466	 251657	 251432	 251432	 
2.468	 250963	 250738	 250738	 
2.47	 250275	 250051	 250051	 
2.472	 249593	 249369	 249369	 
2.474	 248916	 248693	 248693	 
2.476	 248246	 248024	 248024	 
2.478	 247583	 247361	 247361	 
2.48	 246925	 246705	 246705	 
2.482	 246274	 246055	 246055	 
2.484	 245630	 245411	 245411	 
2.486	 244992	 244775	 244775	 
2.488	 244361	 244145	 244145	 
2.49	 243737	 243522	 243522	 
2.492	 243119	 242905	 242905	 
2.494	 242508	 242296	 242296	 
2.496	 241905	 241694	 241694	 
2.498	 241308	 241099	 241099	 
2.5	 240718	 240511	 240511	 
2.502	 240135	 239930	 239930	 
2.504	 239560	 239357	 239357	 
2.506	 238992	 238790	 238790	 
2.508	 238431	 238231	 238231	 
2.51	 237877	 237679	 237679	 
2.512	 237330	 237135	 237135	 
2.514	 236790	 236597	 236597	 
2.516	 236258	 236067	 236067	 
2.518	 235733	 235545	 235545	 
2.52	 235215	 235030	 235030	 
2.522	 234705	 234522	 234522	 
2.524	 234202	 234021	 234021	 
2.526	 233706	 233528	 233528	 
2.528	 233217	 233041	 233041	 
2.53	 232735	 232563	 232563	 
2.532	 232261	 232091	 232091	 
2.534	 231794	 231627	 231627	 
2.536	 231334	 231169	 231169	 
2.538	 230881	 230719	 230719	 
2.54	 230434	 230276	 230276	 
2.542	 229995	 229840	 229840	 
2.544	 229563	 229411	 229411	 
2.546	 229138	 228989	 228989	 
2.548	 228720	 228574	 228574	 
2.55	 228308	 228166	 228166	 
2.552	 227904	 227764	 227764	 
2.554	 227505	 227369	 227369	 
2.556	 227114	 226981	 226981	 
2.558	 226729	 226600	 226600	 
2.56	 226351	 226225	 226225	 
2.562	 225979	 225856	 225856	 
2.564	 225613	 225494	 225494	 
2.566	 225254	 225138	 225138	 
2.568	 224901	 224789	 224789	 
2.57	 224554	 224445	 224445	 
2.572	 224213	 224108	 224108	 
2.574	 223878	 223777	 223777	 
2.576	 223549	 223452	 223452	 
2.578	 223226	 223132	 223132	 
2.58	 222909	 222819	 222819	 
2.582	 222598	 222511	 222511	 
2.584	 222292	 222209	 222209	 
2.586	 221992	 221912	 221912	 
2.588	 221697	 221621	 221621	 
2.59	 221407	 221335	 221335	 
2.592	 221123	 221055	 221055	 
2.594	 220845	 220780	 220780	 
2.596	 220571	 220510	 220510	 
2.598	 220303	 220245	 220245	 
2.6	 220040	 219985	 219985	 
2.602	 219781	 219731	 219731	 
2.604	 219528	 219481	 219481	 
2.606	 219280	 219236	 219236	 
2.608	 219036	 218996	 218996	 
2.61	 218798	 218761	 218761	 
2.612	 218564	 218531	 218531	 
2.614	 218334	 218305	 218305	 
2.616	 218110	 218083	 218083	 
2.618	 217889	 217867	 217867	 
2.62	 217674	 217655	 217655	 
2.622	 217463	 217447	 217447	 
2.624	 217256	 217244	 217244	 
2.626	 217054	 217045	 217045	 
2.628	 216856	 216850	 216850	 
2.63	 216663	 216660	 216660	 
2.632	 216474	 216475	 216475	 
2.634	 216290	 216293	 216293	 
2.636	 216109	 216116	 216116	 
2.638	 215933	 215943	 215943	 
2.64	 215762	 215775	 215775	 
2.642	 215595	 215611	 215611	 
2.644	 215432	 215451	 215451	 
2.646	 215273	 215295	 215295	 
2.648	 215119	 215144	 215144	 
2.65	 214969	 214997	 214997	 
2.652	 214824	 214854	 214854	 
2.654	 214683	 214716	 214716	 
2.656	 214546	 214582	 214582	 
2.658	 214414	 214452	 214452	 
2.66	 214287	 214327	 214327	 
2.662	 214164	 214207	 214207	 
2.664	 214045	 214091	 214091	 
2.666	 213932	 213979	 213979	 
2.668	 213823	 213873	 213873	 
2.67	 213718	 213771	 213771	 
2.672	 213619	 213674	 213674	 
2.674	 213525	 213581	 213581	 
2.676	 213435	 213494	 213494	 
2.678	 213351	 213411	 213411	 
2.68	 213271	 213334	 213334	 
2.682	 213197	 213262	 213262	 
2.684	 213129	 213195	 213195	 
2.686	 213065	 213134	 213134	 
2.688	 213007	 213077	 213077	 
2.69	 212955	 213027	 213027	 
2.692	 212908	 212982	 212982	 
2.694	 212868	 212943	 212943	 
2.696	 212833	 212909	 212909	 
2.698	 212804	 212882	 212882	 
2.7	 212781	 212860	 212860	 
2.702	 212764	 212845	 212845	 
2.704	 212754	 212836	 212836	 
2.706	 212750	 212834	 212834	 
2.708	 212753	 212838	 212838	 
2.71	 212762	 212848	 212848	 
2.712	 212778	 212866	 212866	 
2.714	 212801	 212890	 212890	 
2.716	 212831	 212921	 212921	 
2.718	 212868	 212960	 212960	 
2.72	 212913	 213005	 213005	 
2.722	 212965	 213058	 213058	 
2.724	 213024	 213119	 213119	 
2.726	 213091	 213187	 213187	 
2.728	 213166	 213262	 213262	 
2.73	 213249	 213346	 213346	 
2.732	 213340	 213438	 213438	 
2.734	 213439	 213538	 213538	 
2.736	 213546	 213646	 213646	 
2.738	 213661	 213762	 213762	 
2.74	 213785	 213887	 213887	 
2.742	 213918	 214020	 214020	 
2.744	 214059	 214162	 214162	 
2.746	 214209	 214313	 214313	 
2.748	 214368	 214473	 214473	 
2.75	 214536	 214642	 214642	 
2.752	 214713	 214820	 214820	 
2.754	 214899	 215007	 215007	 
2.756	 215095	 215203	 215203	 
2.758	 215300	 215409	 215409	 
2.76	 215514	 215625	 215625	 
2.762	 215738	 215849	 215849	 
2.764	 215972	 216084	 216084	 
2.766	 216215	 216328	 216328	 
2.768	 216468	 216582	 216582	 
2.77	 216731	 216846	 216846	 
2.772	 217004	 217120	 217120	 
2.774	 217286	 217404	 217404	 
2.776	 217579	 217698	 217698	 
2.778	 217882	 218001	 218001	 
2.78	 218195	 218315	 218315	 
2.782	 218517	 218639	 218639	 
2.784	 218851	 218974	 218974	 
2.786	 219194	 219318	 219318	 
2.788	 219547	 219673	 219673	 
2.79	 219911	 220038	 220038	 
2.792	 220285	 220413	 220413	 
2.794	 220669	 220798	 220798	 
2.796	 221063	 221194	 221194	 
2.798	 221467	 221600	 221600	 
2.8	 221882	 222016	 222016	 
2.802	 222306	 222442	 222442	 
2.804	 222741	 222878	 222878	 
2.806	 223186	 223325	 223325	 
2.808	 223641	 223781	 223781	 
2.81	 224105	 224248	 224248	 
2.812	 224580	 224724	 224724	 
2.814	 225065	 225211	 225211	 
